Time, Mask, Bat, Sts1, Sts2, Seq #,T1FX,T1FY,T1FZ,T1TX,T1TY,T1TZ
2078049743,  1, 5,    10882,        0, 29471, -8809780, -979880, -11792468, -25527, 583090, -78212
2078049760,  1, 5,    10882,        0, 29472, -8816082, -958365, -11782043, -25548, 583043, -78309
2078049776,  1, 5,    10882,        0, 29473, -8817626, -959248, -11813069, -25218, 583064, -78328
2078049793,  1, 5,    10882,        0, 29474, -8823976, -955045, -11833707, -25358, 583017, -78240
2078049810,  1, 5,    10882,        0, 29475, -8824075, -964107, -11813242, -25421, 583393, -78126
2078049827,  1, 5,    10882,        0, 29476, -8824359, -955246, -11781465, -25365, 583388, -78526
2078049844,  1, 5,    10882,        0, 29477, -8816837, -950592, -11792211, -25325, 583150, -78421
2078049860,  1, 5,    10882,        0, 29478, -8837094, -963269, -11833431, -25760, 583101, -78146
2078049877,  1, 5,    10882,        0, 29479, -8824412, -971134, -11761456, -25481, 583188, -78295
2078049894,  1, 5,    10882,        0, 29480, -8824733, -963362, -11864889, -25249, 582742, -78151
2078049911,  1, 5,    10882,        0, 29481, -8816869, -950931, -11781887, -25327, 583339, -78417
2078049928,  1, 5,    10882,        0, 29482, -8830439, -960785, -11854255, -25562, 583541, -78060
2078049944,  1, 5,    10882,        0, 29483, -8816871, -967022, -11802900, -25441, 582956, -78216
2078049961,  1, 5,    10882,        0, 29484, -8831849, -967607, -11791550, -25459, 583245, -78535
2078049978,  1, 5,    10882,        0, 29485, -8840887, -963336, -11760574, -25108, 583305, -78717
2078049995,  1, 5,    10882,        0, 29486, -8831029, -966657, -11791523, -25621, 582951, -78533
2078050011,  1, 5,    10882,        0, 29487, -8832018, -944492, -11802871, -25118, 583933, -78228
2078050028,  1, 5,    10882,        0, 29488, -8832069, -985940, -11865454, -25407, 583360, -77742
2078050045,  1, 5,    10882,        0, 29489, -8831499, -967745, -11833468, -25454, 583063, -78245
2078050062,  1, 5,    10882,        0, 29490, -8824882, -964176, -11792894, -25257, 583492, -78108
2078050079,  1, 5,    10882,        0, 29491, -8825206, -938889, -11824241, -24909, 583228, -78118
2078050095,  1, 5,    10882,        0, 29492, -8823268, -964039, -11833589, -25585, 583294, -78145
2078050112,  1, 5,    10882,        0, 29493, -8832338, -960107, -11792290, -25235, 583543, -78322
2078050129,  1, 5,    10882,        0, 29494, -8840284, -964628, -11813438, -25104, 583509, -78123
2078050146,  1, 5,    10882,        0, 29495, -8834133, -951790, -11801863, -24847, 583370, -78745
2078050163,  1, 5,    10882,        0, 29496, -8838909, -962455, -11822813, -25429, 582730, -78443
2078050179,  1, 5,    10882,        0, 29497, -8831552, -975587, -11802952, -25513, 583055, -78114
2078050196,  1, 5,    10882,        0, 29498, -8829937, -967404, -11833140, -25784, 583048, -78252
2078050213,  1, 5,    10882,        0, 29499, -8825923, -971678, -11802806, -25149, 583020, -78318
2078050230,  1, 5,    10882,        0, 29500, -8832637, -968218, -11801901, -25295, 583350, -78542
2078050247,  1, 5,    10882,        0, 29501, -8840928, -974026, -11832204, -25171, 583698, -78680
2078050263,  1, 5,    10882,        0, 29502, -8818462, -977171, -11854483, -25172, 583170, -78150
2078050280,  1, 5,    10882,        0, 29503, -8832260, -966593, -11803070, -25286, 582778, -78210
2078050297,  1, 5,    10882,        0, 29504, -8830253, -958882, -11791040, -25730, 583232, -78647
2078050314,  1, 5,    10882,        0, 29505, -8822859, -981144, -11843082, -25872, 583377, -78269
2078050330,  1, 5,    10882,        0, 29506, -8816885, -967903, -11823275, -25443, 583151, -78237
2078050347,  1, 5,    10882,        0, 29507, -8833378, -959563, -11791695, -25070, 583262, -78633
2078050364,  1, 5,    10882,        0, 29508, -8849237, -952176, -11823303, -24691, 583388, -78440
2078050381,  1, 5,    10882,        0, 29509, -8830286, -959221, -11780716, -25732, 583421, -78643
2078050398,  1, 5,    10882,        0, 29510, -8832606, -975925, -11822731, -25350, 582969, -78446
2078050414,  1, 5,    10882,        0, 29511, -8838670, -964491, -11854133, -25432, 583311, -78160
2078050431,  1, 5,    10882,        0, 29512, -8839777, -972671, -11843397, -25328, 583217, -78361
2078050448,  1, 5,    10882,        0, 29513, -8803814, -968945, -11844108, -25102, 583260, -78247
2078050465,  1, 5,    10882,        0, 29514, -8823729, -954775, -11793580, -25357, 583202, -77890
2078050482,  1, 5,    10882,        0, 29515, -8810957, -955883, -11813518, -25019, 583309, -78221
2078050498,  1, 5,    10882,        0, 29516, -8825135, -971067, -11792455, -25313, 582915, -78311
2078050515,  1, 5,    10882,        0, 29517, -8839762, -963744, -11812516, -25269, 583213, -78441
2078050532,  1, 5,    10882,        0, 29518, -8831180, -952130, -11844049, -25337, 583454, -78151
2078050549,  1, 5,    10882,        0, 29519, -8840080, -963268, -11780922, -25272, 583206, -78736
2078050565,  1, 5,    10882,        0, 29520, -8824751, -954774, -11823684, -25192, 582927, -78226
2078050582,  1, 5,    10882,        0, 29521, -8846178, -960219, -11812506, -25412, 583545, -78344
2078050599,  1, 5,    10882,        0, 29522, -8817107, -960676, -11814586, -25218, 583640, -77699
2078050616,  1, 5,    10882,        0, 29523, -8837947, -964558, -11823134, -25600, 583584, -78144
2078050633,  1, 5,    10882,        0, 29524, -8846463, -959403, -11791236, -25413, 583348, -78644
2078050649,  1, 5,    10882,        0, 29525, -8823690, -947815, -11844471, -25300, 583405, -78041
2078050666,  1, 5,    10882,        0, 29526, -8829856, -949754, -11812401, -25664, 582858, -78441
2078050683,  1, 5,    10882,        0, 29527, -8839861, -972807, -11792050, -25332, 583589, -78327
2078050700,  1, 5,    10882,        0, 29528, -8831927, -950097, -11793276, -25167, 582974, -78095
2078050717,  1, 5,    10882,        0, 29529, -8833981, -978098, -11813357, -25025, 583748, -78126
2078050733,  1, 5,    10882,        0, 29530, -8839078, -939340, -11834134, -25088, 583419, -78136
2078050750,  1, 5,    10882,        0, 29531, -8812129, -972786, -11792640, -24976, 583402, -78313
2078050767,  1, 5,    10882,        0, 29532, -8825148, -963903, -11802323, -25258, 583301, -78433
2078050784,  1, 5,    10882,        0, 29533, -8817122, -949776, -11770941, -25326, 582954, -78721
2078050800,  1, 5,    10882,        0, 29534, -8818366, -942548, -11792356, -24936, 583168, -78519
2078050817,  1, 5,    10882,        0, 29535, -8825969, -972898, -11812856, -25153, 583404, -78335
2078050834,  1, 5,    10882,        0, 29536, -8816585, -959792, -11813664, -25383, 583344, -78017
2078050851,  1, 5,    10882,        0, 29537, -8824498, -955929, -11834630, -25193, 583313, -77922
2078050868,  1, 5,    10882,        0, 29538, -8831087, -941644, -11813441, -25272, 582877, -78218
2078050884,  1, 5,    10882,        0, 29539, -8826176, -970523, -11791860, -25148, 582634, -78622
2078050901,  1, 5,    10882,        0, 29540, -8824801, -946525, -11772155, -25137, 583302, -78297
2078050918,  1, 5,    10882,        0, 29541, -8837412, -962793, -11801837, -25763, 583093, -78441
2078050935,  1, 5,    10882,        0, 29542, -8831751, -958545, -11812015, -25396, 582869, -78649
2078050952,  1, 5,    10882,        0, 29543, -8841343, -955497, -11771638, -24882, 583414, -78509
2078050968,  1, 5,    10882,        0, 29544, -8822049, -945915, -11844417, -25624, 582817, -78036
2078050985,  1, 5,    10882,        0, 29545, -8845849, -975905, -11844739, -25521, 582974, -77827
2078051002,  1, 5,    10882,        0, 29546, -8818024, -976422, -11802214, -25341, 583246, -78434
2078051019,  1, 5,    10882,        0, 29547, -8824738, -972963, -11801309, -25488, 583576, -78658
2078051035,  1, 5,    10882,        0, 29548, -8831955, -959905, -11844532, -25228, 583172, -78036
2078051052,  1, 5,    10882,        0, 29549, -8831850, -975653, -11802056, -25516, 583053, -78435
2078051069,  1, 5,    10882,        0, 29550, -8825148, -963903, -11802323, -25258, 583301, -78433
2078051086,  1, 5,    10882,        0, 29551, -8817222, -974930, -11771489, -25503, 582946, -78406
2078051103,  1, 5,    10882,        0, 29552, -8815744, -943293, -11823322, -25431, 583439, -78241
2078051119,  1, 5,    10882,        0, 29553, -8822950, -964515, -11865183, -25582, 583301, -77850
2078051136,  1, 5,    10882,        0, 29554, -8829638, -967338, -11834036, -25781, 583050, -77931
2078051153,  1, 5,    10882,        0, 29555, -8824659, -971403, -11801583, -25482, 583003, -78646
2078051170,  1, 5,    10882,        0, 29556, -8810435, -954999, -11812595, -25184, 583014, -78539
2078051187,  1, 5,    10882,        0, 29557, -8831014, -957730, -11760642, -25562, 582947, -78612
2078051203,  1, 5,    10882,        0, 29558, -8832630, -942527, -11844467, -24942, 582898, -78237
2078051220,  1, 5,    10882,        0, 29559, -8831750, -950499, -11801509, -25339, 583061, -78750
2078051237,  1, 5,    10882,        0, 29560, -8821545, -936443, -11802289, -25732, 582707, -78429
2078051254,  1, 5,    10882,        0, 29561, -8824009, -955384, -11823383, -25360, 583206, -78236
2078051271,  1, 5,    10882,        0, 29562, -8833081, -967543, -11803097, -25124, 583072, -78212
2078051287,  1, 5,    10882,        0, 29563, -8816063, -958908, -11812741, -25548, 583049, -78335
2078051304,  1, 5,    10882,        0, 29564, -8823571, -954635, -11771114, -25529, 583283, -78519
2078051321,  1, 5,    10882,        0, 29565, -8840204, -946978, -11792699, -24984, 583319, -78312
2078051338,  1, 5,    10882,        0, 29566, -8817658, -959587, -11802745, -25220, 583253, -78323
2078051354,  1, 5,    10882,        0, 29567, -8832258, -950502, -11782057, -25172, 583161, -78411
2078051371,  1, 5,    10882,        0, 29568, -8846603, -968131, -11854907, -25298, 583082, -77939
2078051388,  1, 5,    10882,        0, 29569, -8852149, -938299, -11813301, -25429, 583310, -78125
2078051405,  1, 5,    10882,        0, 29570, -8839683, -954139, -11802283, -25206, 582832, -78529
2078051422,  1, 5,    10882,        0, 29571, -8824133, -939094, -11835160, -25072, 583319, -77812
2078051438,  1, 5,    10882,        0, 29572, -8837900, -955292, -11802577, -25539, 583391, -78228
2078051455,  1, 5,    10882,        0, 29573, -8831505, -966321, -11782395, -25452, 582862, -78198
2078051472,  1, 5,    10882,        0, 29574, -8838357, -955498, -11824148, -25370, 583309, -77919
2078051489,  1, 5,    10882,        0, 29575, -8818355, -965803, -11803501, -25105, 582398, -78197
2078051506,  1, 5,    10882,        0, 29576, -8829624, -958411, -11803155, -25722, 583046, -78011
2078051522,  1, 5,    10882,        0, 29577, -8825069, -962343, -11802596, -25252, 582728, -78421
2078051539,  1, 5,    10882,        0, 29578, -8839397, -946909, -11813046, -25148, 583220, -78330
2078051556,  1, 5,    10882,        0, 29579, -8810202, -963656, -11803349, -25242, 583202, -78109
2078051573,  1, 5,    10882,        0, 29580, -8824041, -955723, -11813059, -25362, 583395, -78231
2078051589,  1, 5,    10882,        0, 29581, -8803827, -950756, -11866482, -24806, 582611, -77816
2078051606,  1, 5,    10882,        0, 29582, -8846967, -968875, -11833364, -25305, 583458, -78251
2078051623,  1, 5,    10882,        0, 29583, -8832273, -959429, -11812938, -25231, 583165, -78331
2078051640,  1, 5,    10882,        0, 29584, -8825101, -954637, -11781766, -25197, 583109, -78517
2078051657,  1, 5,    10882,        0, 29585, -8839054, -972738, -11812398, -25496, 583490, -78345
2078051673,  1, 5,    10882,        0, 29586, -8817989, -959992, -11791525, -25225, 583440, -78639
2078051690,  1, 5,    10882,        0, 29587, -8825117, -979655, -11833660, -25370, 582729, -78236
2078051707,  1, 5,    10882,        0, 29588, -8830849, -951725, -11855268, -25332, 583266, -77835
2078051724,  1, 5,    10882,        0, 29589, -8809851, -955748, -11834761, -25180, 583212, -77919
2078051741,  1, 5,    10882,        0, 29590, -8824781, -939022, -11792347, -25080, 583499, -78423
2078051757,  1, 5,    10882,        0, 29591, -8831625, -967546, -11866258, -25280, 582793, -77620
2078051774,  1, 5,    10882,        0, 29592, -8824450, -938617, -11803566, -25075, 583312, -78107
2078051791,  1, 5,    10882,        0, 29593, -8824029, -962887, -11803191, -25417, 583009, -78110
2078051808,  1, 5,    10882,        0, 29594, -8832543, -949686, -11760787, -25173, 582965, -78710
2078051824,  1, 5,    10882,        0, 29595, -8811228, -954186, -11771873, -25018, 582918, -78499
2078051841,  1, 5,    10882,        0, 29596, -8819460, -957892, -11771752, -24887, 582687, -78599
2078051858,  1, 5,    10882,        0, 29597, -8827380, -979720, -11750151, -25050, 583107, -78810
2078051875,  1, 5,    10882,        0, 29598, -8810124, -962097, -11803623, -25236, 582629, -78097
2078051892,  1, 5,    10882,        0, 29599, -8811197, -961892, -11792704, -25073, 582537, -78403
2078051908,  1, 5,    10882,        0, 29600, -8824783, -955113, -11813360, -25194, 583116, -78222
2078051925,  1, 5,    10882,        0, 29601, -8817262, -958504, -11834612, -25211, 582687, -78016
2078051942,  1, 5,    10882,        0, 29602, -8837114, -970772, -11813239, -25817, 582903, -78020
2078051959,  1, 5,    10882,        0, 29603, -8831922, -951521, -11844349, -25169, 583175, -78141
2078051976,  1, 5,    10882,        0, 29604, -8824467, -963635, -11855460, -25248, 582932, -77826
2078051992,  1, 5,    10882,        0, 29605, -8825493, -954165, -11823984, -25024, 582648, -78217
2078052009,  1, 5,    10882,        0, 29606, -8832676, -943747, -11854518, -24946, 583282, -78253
2078052026,  1, 5,    10882,        0, 29607, -8819155, -951204, -11813214, -24829, 583081, -78426
2078052043,  1, 5,    10882,        0, 29608, -8833139, -942529, -11825015, -24775, 582999, -77898
2078052059,  1, 5,    10882,        0, 29609, -8837770, -953936, -11843873, -25531, 582635, -78246
2078052076,  1, 5,    10882,        0, 29610, -8828883, -967066, -11813361, -25947, 583134, -77920
2078052093,  1, 5,    10882,        0, 29611, -8825720, -978363, -11780796, -25374, 582525, -78831
2078052110,  1, 5,    10882,        0, 29612, -8829875, -949211, -11781702, -25664, 582852, -78415
2078052127,  1, 5,    10882,        0, 29613, -8846164, -959337, -11792132, -25410, 583350, -78323
2078052143,  1, 5,    10882,        0, 29614, -8837883, -971926, -11854289, -25653, 583014, -78052
2078052160,  1, 5,    10882,        0, 29615, -8817978, -975202, -11792164, -25337, 582862, -78417
2078052177,  1, 5,    10882,        0, 29616, -8838992, -954545, -11760960, -25376, 583294, -78509
2078052194,  1, 5,    10882,        0, 29617, -8818718, -958501, -11771451, -25055, 582966, -78609
2078052211,  1, 5,    10882,        0, 29618, -8811389, -989487, -11813352, -25258, 583298, -78121
2078052227,  1, 5,    10882,        0, 29619, -8832136, -982883, -11791293, -25574, 582665, -78634
2078052244,  1, 5,    10882,        0, 29620, -8847742, -976650, -11833847, -25196, 583177, -78136
2078052261,  1, 5,    10882,        0, 29621, -8825419, -962206, -11760678, -25257, 582910, -78711
2078052278,  1, 5,    10882,        0, 29622, -8822651, -936577, -11781046, -25571, 582805, -78731
2078052295,  1, 5,    10882,        0, 29623, -8823538, -954296, -11781438, -25527, 583094, -78524
2078052311,  1, 5,    10882,        0, 29624, -8825386, -953821, -11760496, -25198, 582912, -78816
2078052328,  1, 5,    10882,        0, 29625, -8818102, -958912, -11803941, -25049, 582975, -77993
2078052345,  1, 5,    10882,        0, 29626, -8817930, -957890, -11761100, -25219, 582861, -78602
2078052362,  1, 5,    10882,        0, 29627, -8839259, -962318, -11780895, -25434, 582912, -78733
2078052378,  1, 5,    10882,        0, 29628, -8825102, -962682, -11792272, -25254, 582917, -78416
2078052395,  1, 5,    10882,        0, 29629, -8816745, -967221, -11770110, -25615, 583226, -78841
2078052412,  1, 5,    10882,        0, 29630, -8852281, -955746, -11793018, -25551, 583683, -77906
2078052429,  1, 5,    10882,        0, 29631, -8832969, -957599, -11803188, -25059, 582502, -78305
2078052446,  1, 5,    10882,        0, 29632, -8831121, -958074, -11824130, -25388, 582683, -78013
2078052462,  1, 5,    10882,        0, 29633, -8823114, -954429, -11749544, -25698, 583365, -78828
2078052479,  1, 5,    10882,        0, 29634, -8824704, -945508, -11803127, -25131, 582735, -78310
2078052496,  1, 5,    10882,        0, 29635, -8824379, -962749, -11761273, -25422, 583190, -78400
2078052513,  1, 5,    10882,        0, 29636, -8811242, -955067, -11792248, -25020, 583113, -78520
2078052530,  1, 5,    10882,        0, 29637, -8818652, -949778, -11781593, -24994, 582780, -78718
2078052546,  1, 5,    10882,        0, 29638, -8832543, -949686, -11760787, -25173, 582965, -78710
2078052563,  1, 5,    10882,        0, 29639, -8826697, -963362, -11782276, -24926, 583121, -78405
2078052580,  1, 5,    10882,        0, 29640, -8825910, -970796, -11782431, -25147, 582825, -78297
2078052597,  1, 5,    10882,        0, 29641, -8838926, -945822, -11771101, -25315, 583107, -78618
2078052613,  1, 5,    10882,        0, 29642, -8822730, -946182, -11791279, -25634, 583186, -78643
2078052630,  1, 5,    10882,        0, 29643, -8801450, -967112, -11813055, -25594, 582945, -78226
2078052647,  1, 5,    10882,        0, 29644, -8829214, -967471, -11802141, -25952, 583321, -78236
2078052664,  1, 5,    10882,        0, 29645, -8833517, -952200, -11834353, -24841, 583379, -78130
2078052681,  1, 5,    10882,        0, 29646, -8831530, -951993, -11802131, -25342, 583635, -78441
2078052697,  1, 5,    10882,        0, 29647, -8810182, -956153, -11823541, -25185, 583399, -78235
2078052714,  1, 5,    10882,        0, 29648, -8834010, -976125, -11800593, -25192, 583065, -79069
2078052731,  1, 5,    10882,        0, 29649, -8826586, -980533, -11790873, -25216, 583203, -78850
2078052748,  1, 5,    10882,        0, 29650, -8845329, -949460, -11761224, -25513, 583052, -78400
2078052765,  1, 5,    10882,        0, 29651, -8840536, -955428, -11791986, -25046, 583315, -78527
2078052781,  1, 5,    10882,        0, 29652, -8817499, -940377, -11782279, -25094, 582490, -78500
2078052798,  1, 5,    10882,        0, 29653, -8816050, -958026, -11792367, -25546, 582854, -78314
2078052815,  1, 5,    10882,        0, 29654, -8811209, -954728, -11802572, -25018, 582924, -78525
2078052832,  1, 5,    10882,        0, 29655, -8831863, -968489, -11811924, -25461, 583440, -78556
2078052848,  1, 5,    10882,        0, 29656, -8826709, -956198, -11792144, -24871, 583508, -78526
2078052865,  1, 5,    10882,        0, 29657, -8818447, -968244, -11823602, -25113, 583166, -78230
2078052882,  1, 5,    10882,        0, 29658, -8810469, -971429, -11823284, -25300, 582820, -78333
2078052899,  1, 5,    10882,        0, 29659, -8824042, -963768, -11823566, -25419, 583204, -78131
2078052916,  1, 5,    10882,        0, 29660, -8825400, -962748, -11791377, -25257, 582916, -78737
2078052932,  1, 5,    10882,        0, 29661, -8841358, -972469, -11813026, -24998, 583226, -78329
2078052949,  1, 5,    10882,        0, 29662, -8808275, -954526, -11814059, -25508, 583002, -77905
2078052966,  1, 5,    10882,        0, 29663, -8824750, -946729, -11813177, -25135, 583119, -78327
2078052983,  1, 5,    10882,        0, 29664, -8832227, -958208, -11802887, -25227, 582781, -78315
2078053000,  1, 5,    10882,        0, 29665, -8824883, -972221, -11803401, -25314, 583300, -78007
2078053016,  1, 5,    10882,        0, 29666, -8824360, -963292, -11791972, -25422, 583196, -78426
2078053033,  1, 5,    10882,        0, 29667, -8832208, -958751, -11833586, -25227, 582787, -78340
2078053050,  1, 5,    10882,        0, 29668, -8810138, -971024, -11834504, -25295, 582632, -78017
2078053067,  1, 5,    10882,        0, 29669, -8824362, -979383, -11812985, -25536, 582813, -78225
2078053083,  1, 5,    10882,        0, 29670, -8825558, -954843, -11803336, -25028, 583026, -78208
2078053100,  1, 5,    10882,        0, 29671, -8826631, -954638, -11792417, -24865, 582935, -78514
2078053117,  1, 5,    10882,        0, 29672, -8833537, -959703, -11814161, -24898, 583181, -78004
2078053134,  1, 5,    10882,        0, 29673, -8817560, -950525, -11823210, -25157, 582877, -78437
2078053151,  1, 5,    10882,        0, 29674, -8831830, -968150, -11822248, -25459, 583251, -78561
2078053167,  1, 5,    10882,        0, 29675, -8824346, -962410, -11771597, -25420, 583001, -78405
2078053184,  1, 5,    10882,        0, 29676, -8802191, -958457, -11802849, -25369, 582858, -78317
2078053201,  1, 5,    10882,        0, 29677, -8818348, -951136, -11833561, -24993, 582982, -78444
2078053218,  1, 5,    10882,        0, 29678, -8824692, -971742, -11791259, -25484, 583192, -78641
2078053235,  1, 5,    10882,        0, 29679, -8840557, -970977, -11782300, -25160, 582926, -78301
2078053251,  1, 5,    10882,        0, 29680, -8840871, -988015, -11822792, -25279, 582736, -78441
2078053268,  1, 5,    10882,        0, 29681, -8818746, -968310, -11822707, -25116, 583165, -78550
2078053285,  1, 5,    10882,        0, 29682, -8817420, -949842, -11770046, -25329, 582952, -79041
2078053302,  1, 5,    10882,        0, 29683, -8823167, -938885, -11833042, -25408, 583301, -78460
2078053319,  1, 5,    10882,        0, 29684, -8826671, -957283, -11853541, -24871, 583520, -78577
2078053335,  1, 5,    10882,        0, 29685, -8808858, -945731, -11781387, -25455, 582995, -78625
2078053352,  1, 5,    10882,        0, 29686, -8831829, -960104, -11811742, -25402, 583442, -78661
2078053369,  1, 5,    10882,        0, 29687, -8826314, -963160, -11834518, -24919, 582751, -78119
2078053386,  1, 5,    10882,        0, 29688, -8819458, -941801, -11750739, -24773, 583070, -78800
2078053402,  1, 5,    10882,        0, 29689, -8811718, -954731, -11783120, -24851, 583024, -78186
2078053419,  1, 5,    10882,        0, 29690, -8832226, -950163, -11792381, -25170, 582972, -78415
2078053436,  1, 5,    10882,        0, 29691, -8833430, -959360, -11750672, -25072, 583445, -78603
2078053453,  1, 5,    10882,        0, 29692, -8825228, -962483, -11825062, -25080, 582647, -77791
2078053470,  1, 5,    10882,        0, 29693, -8839650, -953800, -11812607, -25204, 582643, -78534
2078053486,  1, 5,    10882,        0, 29694, -8840061, -963810, -11811620, -25272, 583212, -78761
2078053503,  1, 5,    10882,        0, 29695, -8840219, -963950, -11834086, -25100, 583131, -78132
